,Type,Account Group Code,Ledger Account Code,Ledger Account Name,GL Account
0,A,SundryDebtors,A020700,AB CAPITAL SECURITIES INC. - BK28,2101001003.0
1,A,SundryDebtors,A020700,AB CAPITAL SECURITIES INC. - BK28,1103024002.0
2,A,SundryDebtors,A020700,AB CAPITAL SECURITIES INC. - BK28,2101001003.0
3,A,SundryDebtors,A020700,AB CAPITAL SECURITIES INC. - BK28,1103024001.0
4,A,SundryDebtors,A020703,ABACUS SECURITIES CORPORATION - BK29,2101001003.0
5,A,SundryDebtors,A020703,ABACUS SECURITIES CORPORATION - BK29,1103024002.0
6,A,SundryDebtors,A020703,ABACUS SECURITIES CORPORATION - BK29,2101001003.0
7,A,SundryDebtors,A020703,ABACUS SECURITIES CORPORATION - BK29,1103024001.0
8,L,CurrentLiabilities,L014452,Account Payable,2101001003.0
9,A,CurrentAssets,A014882,Account Receivable,1103024002.0
10,A,CurrentAssets,A023664,Accum Imp Loss-CNB-CBonds,1209005002.0
11,A,CurrentAssets,A023665,Accum Imp Loss-CNB-Cbonds-Current,1209002151.0
12,A,CurrentAssets,A023667,Accum Imp Loss-CNB-CNotes,1209005001.0
13,A,CurrentAssets,A023668,Accum Imp Loss-CNB-Cnotes-Current,1209002150.0
14,A,CurrentAssets,A023666,Accum Imp Loss-FVOCI-CBonds,1209004006.0
15,A,CurrentAssets,A023669,Accum Imp Loss-IR CNB-Corporate Bonds,1209003002.0
16,A,CurrentAssets,A023670,Accum Imp Loss-IR CNB-Corporate Notes,1209003001.0
17,A,CurrentAssets,A023671,Accumulated Imp Loss- Int Rec FVTOCI CNB-Corporate Bonds,1209002501.0
18,E,ExpenseLosses,E021162,Amortization Expense in Corporate Bonds,4003024003.0
19,E,ExpenseLosses,E021162,Amortization Expense in Corporate Bonds,4003007002.0
20,E,ExpenseLosses,E020952,Amortization Expense in FXTN,4003024002.0
21,E,ExpenseLosses,E020952,Amortization Expense in FXTN,4003006001.0
22,E,ExpenseLosses,E021120,Amortization Expense in Government Bonds,4003024002.0
23,E,ExpenseLosses,E021120,Amortization Expense in Government Bonds,4003006001.0
24,E,ExpenseLosses,E020994,Amortization Expense in RTB,4003024002.0
25,E,ExpenseLosses,E020994,Amortization Expense in RTB,4003006001.0
26,E,ExpenseLosses,E022328,Amortization Expense in Tokenized Treasury Bond,4003024002.0
27,E,ExpenseLosses,E022328,Amortization Expense in Tokenized Treasury Bond,4003006001.0
28,I,IncomeGains,I021148,Amortization Income on Corporate Bonds,4003024003.0
29,I,IncomeGains,I021148,Amortization Income on Corporate Bonds,4003007002.0
30,I,IncomeGains,I020938,Amortization Income on FXTN,4003024002.0
31,I,IncomeGains,I020938,Amortization Income on FXTN,4003006001.0
32,I,IncomeGains,I021106,Amortization Income on Government Bonds,4003024002.0
33,I,IncomeGains,I021106,Amortization Income on Government Bonds,4003006001.0
34,I,IncomeGains,I020980,Amortization Income on RTB,4003024002.0
35,I,IncomeGains,I020980,Amortization Income on RTB,4003006001.0
36,I,IncomeGains,I022314,Amortization Income on Tokenized Treasury Bond,4003024002.0
37,I,IncomeGains,I022314,Amortization Income on Tokenized Treasury Bond,4003006001.0
38,A,SundryDebtors,A020704,"AP SECURITIES, INCORPORATED - BK30",2101001003.0
39,A,SundryDebtors,A020917,"Asiasec Equities, Inc. - BK52",2101001003.0
40,A,SundryDebtors,A020707,"BA SECURITIES, INC. - BK31",2101001003.0
41,E,ExpenseLosses,E022188,Bank Charges in BPI - Savings Account - 1991005486,6002022000.0
42,E,ExpenseLosses,E022198,Bank Charges in CBC - Savings Account - 2034798713,6002022000.0
43,E,ExpenseLosses,E020829,Bank Charges in DBP BEN - Savings Account - 0405018831088,6002022000.0
44,E,ExpenseLosses,E021973,Bank Charges in DBP BEN - Savings Account - 0405018831091,6002022000.0
45,E,ExpenseLosses,E020824,Bank Charges in DBP EC FUND - Savings Account - 0405018831080,6002022000.0
46,E,ExpenseLosses,E020819,Bank Charges in DBP EQUITIES - Savings Account - 0405018831530,6002022000.0
47,E,ExpenseLosses,E020834,Bank Charges in DBP LOANS - Savings Account - 0405018831089,6002022000.0
48,E,ExpenseLosses,E021963,Bank Charges in DBP LOANS - Savings Account - 0405018831091,6002022000.0
49,E,ExpenseLosses,E023570,Bank Charges in DBP Main 2 - Checking Account - 0405018833531,6002022000.0
50,E,ExpenseLosses,E023565,Bank Charges in DBP Main 2 - Checking Account - 1020634052,6002022000.0
51,E,ExpenseLosses,E021953,Bank Charges in DBP Main 2 - Savings Account - 0405018831530,6002022000.0
52,E,ExpenseLosses,E020854,Bank Charges in DBP Main 2 - Savings Account - 0405018833530,6002022000.0
53,E,ExpenseLosses,E021948,Bank Charges in DBP Main Account - Savings Account - 0405018831530,6002022000.0
54,E,ExpenseLosses,E020814,Bank Charges in DBP Main Account - Savings Account - 0405018831531,6002022000.0
55,E,ExpenseLosses,E020839,Bank Charges in DBP MPF - Savings Account - 0405018831091,6002022000.0
56,E,ExpenseLosses,E021968,Bank Charges in DBP NVPF - Savings Account - 0405018831091,6002022000.0
57,E,ExpenseLosses,E020849,Bank Charges in DBP NVPF - Savings Account - 0405018831093,6002022000.0
58,E,ExpenseLosses,E021958,Bank Charges in DBP PENSION - Savings Account - 0405018831091,6002022000.0
59,E,ExpenseLosses,E020844,Bank Charges in DBP PENSION - Savings Account - 0405018831092,6002022000.0
60,E,ExpenseLosses,E022133,Bank Charges in EC SSD - Savings Account - 0405018831531,6002022000.0
61,E,ExpenseLosses,E022138,Bank Charges in EC SSD - Savings Account - 0572100324,6002022000.0
62,E,ExpenseLosses,E022163,Bank Charges in FLEXI SSD - Savings Account - 0405018831531,6002022000.0
63,E,ExpenseLosses,E022168,Bank Charges in FLEXI SSD - Savings Account - 0572100324,6002022000.0
64,E,ExpenseLosses,E020779,Bank Charges in LBP EC - Checking Account - 0572105032,6002022000.0
65,E,ExpenseLosses,E020784,Bank Charges in LBP FLEXI - Checking Account - 0572105318,6002022000.0
66,E,ExpenseLosses,E020751,Bank Charges in LBP MAIN - Checking Account - 0572100324,6002022000.0
67,E,ExpenseLosses,E022029,Bank Charges in LBP MAIN - Savings Account - 0574000548,6002022000.0
68,E,ExpenseLosses,E020794,Bank Charges in LBP MIA - Checking Account - 0572105334,6002022000.0
69,E,ExpenseLosses,E020804,Bank Charges in LBP MPF - Checking Account - 0572106470,6002022000.0
70,E,ExpenseLosses,E020789,Bank Charges in LBP PESO - Checking Account - 0572105326,6002022000.0
71,E,ExpenseLosses,E020809,Bank Charges in LBP PESONET - Checking Account - 0572106489,6002022000.0
72,E,ExpenseLosses,E020799,Bank Charges in LBP SSS - Checking Account - 0572106462,6002022000.0
73,E,ExpenseLosses,E020859,Bank Charges in MBTC IBCA - Checking Account - 2327232503951,6002022000.0
74,E,ExpenseLosses,E022153,Bank Charges in MIA SSD - Savings Account - 0405018831531,6002022000.0
75,E,ExpenseLosses,E022158,Bank Charges in MIA SSD - Savings Account - 0572100324,6002022000.0
76,E,ExpenseLosses,E022173,Bank Charges in MPF SSD - Savings Account - 0405018831531,6002022000.0
77,E,ExpenseLosses,E022178,Bank Charges in MPF SSD - Savings Account - 0572100324,6002022000.0
78,E,ExpenseLosses,E022143,Bank Charges in NVPF SSD - Savings Account - 0405018831531,6002022000.0
79,E,ExpenseLosses,E022148,Bank Charges in NVPF SSD - Savings Account - 0572100324,6002022000.0
80,E,ExpenseLosses,E022123,Bank Charges in PESO SSD - Savings Account - 0405018831531,6002022000.0
81,E,ExpenseLosses,E022128,Bank Charges in PESO SSD - Savings Account - 0572100324,6002022000.0
82,E,ExpenseLosses,E022118,Bank Charges in PESO SSD - Savings Account - 2034798713,6002022000.0
83,E,ExpenseLosses,E020654,Bank Charges in PNB - Checking Account - 2828,6002022000.0
84,E,ExpenseLosses,E020864,Bank Charges in PNB Main - Checking Account - 108470001186,6002022000.0
85,E,ExpenseLosses,E022193,Bank Charges in SBC - Savings Account - 0162042529200,6002022000.0
86,E,ExpenseLosses,E022183,Bank Charges in UBP - Savings Account - 000400008506,6002022000.0
87,A,SundryDebtors,A022341,Bank of Commerce - BK53,2101001003.0
88,A,SundryDebtors,A020867,BDO CAPITAL & INVESTMENT CORPORATION - CP4,2101001003.0
89,A,SundryDebtors,A020708,BDO SECURITIES CORPORATION - BK32,2101001003.0
90,A,Bank,A022185,BPI - Savings Account - 1991005486,1101014863.0
91,A,SundryDebtors,A020868,BPI CAPITAL CORPORATION - CP5,2101001003.0
92,A,SundryDebtors,A020711,BPI SECURITIES CORPORATION - BK33,2101001003.0
93,E,Brokerage,E020754,Brokerage in Common Shares,4010005000.0
94,E,Brokerage,E022212,Brokerage in Common Shares - OCI,4010006000.0
95,E,Brokerage,E022258,Brokerage in Treasury Bills,4010005300.0
96,A,Bank,A022195,CBC - Savings Account - 2034798713,1101017133.0
97,A,SundryDebtors,A020869,CHINA BANK CAPITAL CORPORATION - CP6,2101001003.0
98,A,SundryDebtors,A020698,CHINA BANKING CORPORATION - CP1,2101001003.0
99,A,SundryDebtors,A020699,CITIBANK N.A. (PHILIPPINES BRANCH) - CP2,2101001003.0
100,A,SundryDebtors,A020712,"CLSA PHILIPPINES, INC. - BK34",2101001003.0
101,A,SundryDebtors,A020715,"COL FINANCIAL GROUP, INC. - BK35",2101001003.0
102,A,SundryDebtors,A020870,CTBC BANK (PHILIPPINES) CORP. - CP7,2101001003.0
103,A,Bank,A021970,DBP BEN - Savings Account - 0405018831091,1101015303.0
104,A,Bank,A020821,DBP EC FUND - Savings Account - 0405018831080,1101021503.0
105,A,Bank,A020816,DBP EQUITIES - Savings Account - 0405018831530,1101010513.0
106,A,Bank,A021960,DBP LOANS - Savings Account - 0405018831091,1101015303.0
