,Type,Account Group Code,Ledger Account Code,Ledger Account Name,GL Account
442,A,Investments,A023165,Investments in STMP Peso Time Deposit-PNB HFT,1102001004.0
443,A,Investments,A023166,Investments in STMP Peso Time Deposit-PNB HTM,1102001004.0
444,A,Investments,A023184,Investments in STMP Peso Time Deposit-UBP AFS,1102001005.0
445,A,Investments,A023207,Investments in STMP Peso Time Deposit-UBP HFT,1102001005.0
446,A,Investments,A023208,Investments in STMP Peso Time Deposit-UBP HTM,1102001005.0
447,A,Investments,A023310,Investments in STMP Special Savings Deposits-CBC AFS,1102003009.0
448,A,Investments,A023333,Investments in STMP Special Savings Deposits-CBC HFT,1102003009.0
449,A,Investments,A023334,Investments in STMP Special Savings Deposits-CBC HTM,1102003009.0
450,A,Investments,A023352,Investments in STMP Special Savings Deposits-DBP AFS,1102003008.0
451,A,Investments,A023375,Investments in STMP Special Savings Deposits-DBP HFT,1102003008.0
452,A,Investments,A023376,Investments in STMP Special Savings Deposits-DBP HTM,1102003008.0
453,A,Investments,A022299,Investments in Tokenized Treasury Bond AFS,1201002006.0
454,A,Investments,A022322,Investments in Tokenized Treasury Bond HFT,1102006020.0
455,A,Investments,A022323,Investments in Tokenized Treasury Bond HTM,1201003001.0
456,A,Investments,A022281,Investments in Treasury Bills HTM,1102005000.0
457,A,SundryDebtors,A020724,"J.P. MORGAN SECURITIES PHILIPPINES, INC. - BK40",2101001003.0
458,A,SundryDebtors,A020724,"J.P. MORGAN SECURITIES PHILIPPINES, INC. - BK40",1103024002.0
459,A,SundryDebtors,A020724,"J.P. MORGAN SECURITIES PHILIPPINES, INC. - BK40",2101001003.0
460,A,SundryDebtors,A020724,"J.P. MORGAN SECURITIES PHILIPPINES, INC. - BK40",1103024001.0
461,A,SundryDebtors,A020876,LAND BANK OF THE PHILIPPINES - CP13,2101001003.0
462,A,SundryDebtors,A020876,LAND BANK OF THE PHILIPPINES - CP13,1103024002.0
463,A,SundryDebtors,A020876,LAND BANK OF THE PHILIPPINES - CP13,2101001003.0
464,A,SundryDebtors,A020876,LAND BANK OF THE PHILIPPINES - CP13,1103024001.0
465,A,SundryDebtors,A020727,"LAND BANK SECURITIES, INC. - BK41",2101001003.0
466,A,SundryDebtors,A020727,"LAND BANK SECURITIES, INC. - BK41",1103024002.0
467,A,SundryDebtors,A020727,"LAND BANK SECURITIES, INC. - BK41",2101001003.0
468,A,SundryDebtors,A020727,"LAND BANK SECURITIES, INC. - BK41",1103024001.0
469,A,Bank,A020776,LBP EC - Checking Account - 0572105032,1101020153.0
470,A,Bank,A020781,LBP FLEXI - Checking Account - 0572105318,1101021543.0
471,A,Bank,A020748,LBP MAIN - Checking Account - 0572100324,1101013243.0
472,A,Bank,A022026,LBP MAIN - Savings Account - 0574000548,1101015483.0
473,A,Bank,A020791,LBP MIA - Checking Account - 0572105334,1101021533.0
474,A,Bank,A020801,LBP MPF - Checking Account - 0572106470,1101010333.0
475,A,Bank,A020786,LBP PESO - Checking Account - 0572105326,1101021523.0
476,A,SundryDebtors,A020728,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC. - BK42",2101001003.0
477,A,SundryDebtors,A020728,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC. - BK42",1103024002.0
478,A,SundryDebtors,A020728,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC. - BK42",2101001003.0
479,A,SundryDebtors,A020728,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC. - BK42",1103024001.0
480,A,SundryDebtors,A023878,Mandarin Securities Corporation - BK55,2101001003.0
481,A,SundryDebtors,A023878,Mandarin Securities Corporation - BK55,1103024002.0
482,A,SundryDebtors,A023878,Mandarin Securities Corporation - BK55,2101001003.0
483,A,SundryDebtors,A023878,Mandarin Securities Corporation - BK55,1103024001.0
484,A,CurrentAssets,A021145,Maturity Receivable on Corporate Bonds,1102006030.0
485,A,CurrentAssets,A021145,Maturity Receivable on Corporate Bonds,1201002007.0
486,A,CurrentAssets,A021145,Maturity Receivable on Corporate Bonds,1201004002.0
487,A,CurrentAssets,A022356,Maturity Receivable on Foreign Currency Denominated TD-USD BDO,1101007004.0
488,A,CurrentAssets,A022440,Maturity Receivable on Foreign Currency Denominated TD-USD DBP,1101007008.0
489,A,CurrentAssets,A022482,Maturity Receivable on Foreign Currency Denominated TD-USD LBP,1101007010.0
490,A,CurrentAssets,A022524,Maturity Receivable on Foreign Currency Denominated TD-USD MBTC,1101007011.0
491,A,CurrentAssets,A022566,Maturity Receivable on Foreign Currency Denominated TD-USD PNB,1101007005.0
492,A,CurrentAssets,A022608,Maturity Receivable on Foreign Currency Denominated TD-USD UBP,1101007007.0
493,A,CurrentAssets,A020935,Maturity Receivable on FXTN,1102006020.0
494,A,CurrentAssets,A020935,Maturity Receivable on FXTN,1201002006.0
495,A,CurrentAssets,A020935,Maturity Receivable on FXTN,1201003001.0
496,A,CurrentAssets,A021103,Maturity Receivable on Government Bonds,1102006020.0
497,A,CurrentAssets,A021103,Maturity Receivable on Government Bonds,1201002006.0
498,A,CurrentAssets,A021103,Maturity Receivable on Government Bonds,1201003001.0
499,A,CurrentAssets,A022398,Maturity Receivable on Peso Time Deposit-BDO,1101006006.0
500,A,CurrentAssets,A022650,Maturity Receivable on Peso Time Deposit-BPI,1101006004.0
501,A,CurrentAssets,A022692,Maturity Receivable on Peso Time Deposit-Metrobank,1101006003.0
502,A,CurrentAssets,A022734,Maturity Receivable on Peso Time Deposit-PNB,1101006001.0
503,A,CurrentAssets,A022776,Maturity Receivable on Peso Time Deposit-UBP,1101006002.0
504,A,CurrentAssets,A022818,Maturity Receivable on Peso Time Deposit-UCPB,1101006011.0
505,A,CurrentAssets,A020977,Maturity Receivable on RTB,1102006020.0
506,A,CurrentAssets,A020977,Maturity Receivable on RTB,1201002006.0
507,A,CurrentAssets,A020977,Maturity Receivable on RTB,1201003001.0
508,A,CurrentAssets,A021818,Maturity Receivable on SSD - Dollar BDO,1101007004.0
509,A,CurrentAssets,A021776,Maturity Receivable on SSD - Dollar DBP,1101007008.0
510,A,CurrentAssets,A021734,Maturity Receivable on SSD - Dollar LBP,1101007010.0
511,A,CurrentAssets,A021692,Maturity Receivable on SSD - Dollar MBTC,1101007011.0
512,A,CurrentAssets,A021860,Maturity Receivable on SSD - Dollar PNB,1101007005.0
513,A,CurrentAssets,A022043,Maturity Receivable on SSD - Dollar SECB,1101007013.0
514,A,CurrentAssets,A021902,Maturity Receivable on SSD - Dollar UBP,1101007007.0
515,A,CurrentAssets,A021482,Maturity Receivable on SSD BDO - PHP,1101008006.0
516,A,CurrentAssets,A021524,Maturity Receivable on SSD BPI - PHP,1101008007.0
517,A,CurrentAssets,A021608,Maturity Receivable on SSD CBC - PHP,1101008010.0
518,A,CurrentAssets,A021314,Maturity Receivable on SSD DBP - PHP,1101008001.0
519,A,CurrentAssets,A021356,Maturity Receivable on SSD LBP - PHP,1101008002.0
520,A,CurrentAssets,A021650,Maturity Receivable on SSD MBTC - PHP,1101008018.0
521,A,CurrentAssets,A021398,Maturity Receivable on SSD PNB - PHP,1101008003.0
522,A,CurrentAssets,A021566,Maturity Receivable on SSD SBC - PHP,1101007013.0
523,A,CurrentAssets,A022860,Maturity Receivable on SSD SECB - PHP,1101008009.0
524,A,CurrentAssets,A021440,Maturity Receivable on SSD UBP - PHP,1101008004.0
525,A,CurrentAssets,A022902,Maturity Receivable on STMP FCD Time Deposit-USD BDO,1101007004.0
526,A,CurrentAssets,A022944,Maturity Receivable on STMP FCD Time Deposit-USD PNB,1101007005.0
527,A,CurrentAssets,A022986,Maturity Receivable on STMP FCD Time Deposit-USD UBP,1101007007.0
528,A,CurrentAssets,A023028,Maturity Receivable on STMP Peso Time Deposit-BDO,1102001006.0
529,A,CurrentAssets,A023070,Maturity Receivable on STMP Peso Time Deposit-BPI,1102001002.0
530,A,CurrentAssets,A023112,Maturity Receivable on STMP Peso Time Deposit-Metrobank,1102001001.0
531,A,CurrentAssets,A023154,Maturity Receivable on STMP Peso Time Deposit-PNB,1102001004.0
532,A,CurrentAssets,A023196,Maturity Receivable on STMP Peso Time Deposit-UBP,1102001005.0
533,A,CurrentAssets,A023238,Maturity Receivable on STMP Special Savings Deposits-BDO,1101008006.0
534,A,CurrentAssets,A023280,Maturity Receivable on STMP Special Savings Deposits-BPI,1101008007.0
535,A,CurrentAssets,A023322,Maturity Receivable on STMP Special Savings Deposits-CBC,1101008010.0
536,A,CurrentAssets,A023364,Maturity Receivable on STMP Special Savings Deposits-DBP,1101008001.0
537,A,CurrentAssets,A023406,Maturity Receivable on STMP Special Savings Deposits-LBP,1101008002.0
538,A,CurrentAssets,A023448,Maturity Receivable on STMP Special Savings Deposits-PNB,1101008003.0
539,A,CurrentAssets,A023490,Maturity Receivable on STMP Special Savings Deposits-SBC,1101008009.0
540,A,CurrentAssets,A023532,Maturity Receivable on STMP Special Savings Deposits-UBP,1101008004.0
541,A,CurrentAssets,A022311,Maturity Receivable on Tokenized Treasury Bond,1102006020.0
542,A,CurrentAssets,A022311,Maturity Receivable on Tokenized Treasury Bond,1201002006.0
543,A,CurrentAssets,A022311,Maturity Receivable on Tokenized Treasury Bond,1201003001.0
544,A,SundryDebtors,A020877,"MAYBANK PHILIPPINES, INCORPORATED - CP14",2101001003.0
545,A,SundryDebtors,A020877,"MAYBANK PHILIPPINES, INCORPORATED - CP14",1103024002.0
546,A,SundryDebtors,A020877,"MAYBANK PHILIPPINES, INCORPORATED - CP14",2101001003.0
547,A,SundryDebtors,A020877,"MAYBANK PHILIPPINES, INCORPORATED - CP14",1103024001.0
548,A,SundryDebtors,A020731,"MAYBANK SECURITIES, INC. - BK43",2101001003.0
549,A,SundryDebtors,A020731,"MAYBANK SECURITIES, INC. - BK43",1103024002.0
550,A,SundryDebtors,A020731,"MAYBANK SECURITIES, INC. - BK43",2101001003.0
551,A,SundryDebtors,A020731,"MAYBANK SECURITIES, INC. - BK43",1103024001.0
552,A,Bank,A020856,MBTC IBCA - Checking Account - 2327232503951,1101019513.0
553,A,SundryDebtors,A020878,METROPOLITAN BANK AND TRUST COMPANY - CP15,2101001003.0
554,A,SundryDebtors,A020878,METROPOLITAN BANK AND TRUST COMPANY - CP15,1103024002.0
555,A,SundryDebtors,A020878,METROPOLITAN BANK AND TRUST COMPANY - CP15,2101001003.0
556,A,SundryDebtors,A020878,METROPOLITAN BANK AND TRUST COMPANY - CP15,1103024001.0
557,A,Bank,A022150,MIA SSD - Savings Account - 0405018831531,1101010583.0
558,A,Bank,A022155,MIA SSD - Savings Account - 0572100324,1101013243.0
559,A,SundryDebtors,A020879,MIB CAPITAL CORPORATION - CP16,2101001003.0
560,A,SundryDebtors,A020879,MIB CAPITAL CORPORATION - CP16,1103024002.0
561,A,SundryDebtors,A020879,MIB CAPITAL CORPORATION - CP16,2101001003.0
562,A,SundryDebtors,A020879,MIB CAPITAL CORPORATION - CP16,1103024001.0
563,A,Bank,A022170,MPF SSD - Savings Account - 0405018831531,1101010583.0
564,A,Bank,A022175,MPF SSD - Savings Account - 0572100324,1101013243.0
565,A,Bank,A022140,NVPF SSD - Savings Account - 0405018831531,1101010583.0
566,A,Bank,A022145,NVPF SSD - Savings Account - 0572100324,1101013243.0
567,E,OtherCharges,E021222,Other Charges in Commercial Paper,4010005100.0
568,E,OtherCharges,E021138,Other Charges in Corporate Bonds,4010005200.0
569,E,OtherCharges,E021180,Other Charges in Corporate Notes,4010005100.0
570,E,OtherCharges,E021054,Other Charges in Government Notes,4010005300.0
571,E,OtherCharges,E021264,Other Charges in Promissory Note,4010005100.0
572,A,SundryDebtors,A020732,PAPA SECURITIES CORPORATION - BK44,2101001003.0
573,A,SundryDebtors,A020732,PAPA SECURITIES CORPORATION - BK44,1103024002.0
574,A,SundryDebtors,A020732,PAPA SECURITIES CORPORATION - BK44,2101001003.0
575,A,SundryDebtors,A020732,PAPA SECURITIES CORPORATION - BK44,1103024001.0
576,A,Bank,A022120,PESO SSD - Savings Account - 0405018831531,1101010583.0
577,A,Bank,A022125,PESO SSD - Savings Account - 0572100324,1101013243.0
578,A,Bank,A022115,PESO SSD - Savings Account - 2034798713,1101017133.0
579,A,SundryDebtors,A020880,"PHILIPPINE COMMERCIAL CAPITAL, INC. - CP17",2101001003.0
580,A,SundryDebtors,A020880,"PHILIPPINE COMMERCIAL CAPITAL, INC. - CP17",1103024002.0
581,A,SundryDebtors,A020880,"PHILIPPINE COMMERCIAL CAPITAL, INC. - CP17",2101001003.0
582,A,SundryDebtors,A020880,"PHILIPPINE COMMERCIAL CAPITAL, INC. - CP17",1103024001.0
583,A,SundryDebtors,A020735,"PHILIPPINE EQUITY PARTNERS, INC. - BK45",2101001003.0
584,A,SundryDebtors,A020735,"PHILIPPINE EQUITY PARTNERS, INC. - BK45",1103024002.0
585,A,SundryDebtors,A020735,"PHILIPPINE EQUITY PARTNERS, INC. - BK45",2101001003.0
586,A,SundryDebtors,A020735,"PHILIPPINE EQUITY PARTNERS, INC. - BK45",1103024001.0
587,A,SundryDebtors,A020881,PHILIPPINE NATIONAL BANK - CP18,2101001003.0
588,A,SundryDebtors,A020881,PHILIPPINE NATIONAL BANK - CP18,1103024002.0
589,A,SundryDebtors,A020881,PHILIPPINE NATIONAL BANK - CP18,2101001003.0
590,A,SundryDebtors,A020881,PHILIPPINE NATIONAL BANK - CP18,1103024001.0
591,A,SundryDebtors,A020882,PNB CAPITAL & INVESTMENT CORPORATION - CP19,2101001003.0
592,A,SundryDebtors,A020882,PNB CAPITAL & INVESTMENT CORPORATION - CP19,1103024002.0
593,A,SundryDebtors,A020882,PNB CAPITAL & INVESTMENT CORPORATION - CP19,2101001003.0
594,A,SundryDebtors,A020882,PNB CAPITAL & INVESTMENT CORPORATION - CP19,1103024001.0
595,A,SundryDebtors,A020739,"RCBC SECURITIES, INC. - BK47",2101001003.0
596,A,SundryDebtors,A020739,"RCBC SECURITIES, INC. - BK47",1103024002.0
597,A,SundryDebtors,A020739,"RCBC SECURITIES, INC. - BK47",2101001003.0
598,A,SundryDebtors,A020739,"RCBC SECURITIES, INC. - BK47",1103024001.0
599,A,CurrentAssets,A023662,Receivable-Sale-FAFVTOCI,1103024002.0
600,A,CurrentAssets,A023663,Receivable-Sale-FAFVTPL,1103024001.0
601,I,IncomeGains,I023676,Recovery of Imp Loss - CNB-Cbonds,4012025250.0
602,I,IncomeGains,I023677,Recovery of Imp Loss - IR-CNB-Cbonds,4012025070.0
603,I,IncomeGains,I023673,Recovery of Imp Loss CNB-CNotes,4012025021.0
604,I,IncomeGains,I023678,Recovery of Imp Loss IR-CNB-CNotes,4012025020.0
605,A,SundryDebtors,A023880,REGINA CAPITAL DEVELOPMENT CORPORATION - BK56,2101001003.0
606,A,SundryDebtors,A023880,REGINA CAPITAL DEVELOPMENT CORPORATION - BK56,1103024002.0
607,A,SundryDebtors,A023880,REGINA CAPITAL DEVELOPMENT CORPORATION - BK56,2101001003.0
608,A,SundryDebtors,A023880,REGINA CAPITAL DEVELOPMENT CORPORATION - BK56,1103024001.0
609,A,SundryDebtors,A020736,"REGIS PARTNERS, INC. - BK46",2101001003.0
610,A,SundryDebtors,A020736,"REGIS PARTNERS, INC. - BK46",1103024002.0
611,A,SundryDebtors,A020736,"REGIS PARTNERS, INC. - BK46",2101001003.0
612,A,SundryDebtors,A020736,"REGIS PARTNERS, INC. - BK46",1103024001.0
613,A,ASSREV,A021233,Revaluation in Commercial Paper AFS,1201002012.0
614,A,ASSREV,A022219,Revaluation in Common Shares - OCI AFS,1201001000.0
615,A,ASSREV,A020762,Revaluation in Common Shares HFT,1102006000.0
616,A,ASSREV,A021149,Revaluation in Corporate Bonds AFS,1201002007.0
617,A,ASSREV,A021150,Revaluation in Corporate Bonds HFT,1102006030.0
618,A,ASSREV,A021191,Revaluation in Corporate Notes AFS,1201002012.0
619,A,ASSREV,A023711,Revaluation in FX Gain/Loss in Commercial Paper HTM,1201004006.0
620,A,ASSREV,A023708,Revaluation in FX Gain/Loss in Corporate Notes HTM,1201004006.0
621,A,ASSREV,A023784,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD BDO AFS,1101007004.0
622,A,ASSREV,A023785,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD BDO HFT,1101007004.0
623,A,ASSREV,A023783,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD BDO HTM,1101007004.0
624,A,ASSREV,A023790,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD DBP AFS,1101007008.0
625,A,ASSREV,A023791,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD DBP HFT,1101007008.0
626,A,ASSREV,A023789,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD DBP HTM,1101007008.0
627,A,ASSREV,A023793,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD LBP AFS,1101007010.0
628,A,ASSREV,A023794,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD LBP HFT,1101007010.0
629,A,ASSREV,A023792,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD LBP HTM,1101007010.0
630,A,ASSREV,A023796,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD MBTC AFS,1101007011.0
631,A,ASSREV,A023797,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD MBTC HFT,1101007011.0
632,A,ASSREV,A023795,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD MBTC HTM,1101007011.0
633,A,ASSREV,A023799,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD PNB AFS,1101007005.0
634,A,ASSREV,A023800,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD PNB HFT,1101007005.0
635,A,ASSREV,A023798,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD PNB HTM,1101007005.0
636,A,ASSREV,A023802,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD UBP AFS,1101007007.0
637,A,ASSREV,A023803,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD UBP HFT,1101007007.0
638,A,ASSREV,A023801,Revaluation in FX Gain/Loss in Foreign Currency Denominated TD-USD UBP HTM,1101007007.0
639,A,ASSREV,A023690,Revaluation in FX Gain/Loss in FXTN HTM,1201003003.0
640,A,ASSREV,A023702,Revaluation in FX Gain/Loss in Government Bonds HTM,1201003003.0
641,A,ASSREV,A023688,Revaluation in FX Gain/Loss in Preferred Shares AFS,1102006000.0
642,A,ASSREV,A023689,Revaluation in FX Gain/Loss in Preferred Shares HFT,1102006000.0
643,A,ASSREV,A023775,Revaluation in FX Gain/Loss in Preferred Shares	 - OCI AFS,1201001000.0
644,A,ASSREV,A023774,Revaluation in FX Gain/Loss in Preferred Shares	 - OCI HTM,1201001000.0
645,A,ASSREV,A023714,Revaluation in FX Gain/Loss in Promissory Note HTM,1201004006.0
646,A,ASSREV,A023696,Revaluation in FX Gain/Loss in RDB HTM,1201003003.0
647,A,ASSREV,A023693,Revaluation in FX Gain/Loss in RTB HTM,1201003003.0
648,A,ASSREV,A023753,Revaluation in FX Gain/Loss in SSD - Dollar BDO HTM,1101007004.0
649,A,ASSREV,A023750,Revaluation in FX Gain/Loss in SSD - Dollar DBP HTM,1101007008.0
650,A,ASSREV,A023747,Revaluation in FX Gain/Loss in SSD - Dollar LBP HTM,1101007010.0
651,A,ASSREV,A023744,Revaluation in FX Gain/Loss in SSD - Dollar MBTC HTM,1101007011.0
652,A,ASSREV,A023756,Revaluation in FX Gain/Loss in SSD - Dollar PNB HTM,1101007005.0
653,A,ASSREV,A023759,Revaluation in FX Gain/Loss in SSD - Dollar UBP HTM,1101007007.0
654,A,ASSREV,A023822,Revaluation in FX Gain/Loss in STMP FCD Time Deposit-USD BDO HTM,1102002003.0
655,A,ASSREV,A023825,Revaluation in FX Gain/Loss in STMP FCD Time Deposit-USD PNB HTM,1102002004.0
656,A,ASSREV,A023828,Revaluation in FX Gain/Loss in STMP FCD Time Deposit-USD UBP HTM,1102002002.0
657,A,ASSREV,A023780,Revaluation in FX Gain/Loss in Tokenized Treasury Bond HTM,1201003003.0
658,A,ASSREV,A020939,Revaluation in FXTN AFS,1201002006.0
659,A,ASSREV,A020940,Revaluation in FXTN HFT,1102006020.0
660,A,ASSREV,A021107,Revaluation in Government Bonds AFS,1201002006.0
661,A,ASSREV,A021108,Revaluation in Government Bonds HFT,1102006020.0
662,A,ASSREV,A020897,Revaluation in Preferred Shares HFT,1102006000.0
663,A,ASSREV,A022242,Revaluation in Preferred Shares	 - OCI AFS,1201001000.0
664,A,ASSREV,A021275,Revaluation in Promissory Note AFS,1201002012.0
665,A,ASSREV,A020981,Revaluation in RTB AFS,1201002006.0
666,A,ASSREV,A020982,Revaluation in RTB HFT,1102006020.0
667,A,ASSREV,A022315,Revaluation in Tokenized Treasury Bond AFS,1201002006.0
668,A,ASSREV,A022316,Revaluation in Tokenized Treasury Bond HFT,1102006020.0
669,L,Reserves,L022221,Revaluation Reserve in Common Shares - OCI AFS,3002000000.0
670,L,Reserves,L021151,Revaluation Reserve in Corporate Bonds AFS,3002000002.0
671,L,Reserves,L020941,Revaluation Reserve in FXTN AFS,3002000001.0
672,L,Reserves,L021109,Revaluation Reserve in Government Bonds AFS,3002000001.0
673,L,Reserves,L022244,Revaluation Reserve in Preferred Shares	 - OCI AFS,3002000000.0
674,L,Reserves,L020983,Revaluation Reserve in RTB AFS,3002000001.0
675,L,Reserves,L022317,Revaluation Reserve in Tokenized Treasury Bond AFS,3002000001.0
676,A,SundryDebtors,A020883,RIZAL COMMERCIAL BANKING CORPORATION - CP20,2101001003.0
677,A,SundryDebtors,A020883,RIZAL COMMERCIAL BANKING CORPORATION - CP20,1103024002.0
678,A,SundryDebtors,A020883,RIZAL COMMERCIAL BANKING CORPORATION - CP20,2101001003.0
679,A,SundryDebtors,A020883,RIZAL COMMERCIAL BANKING CORPORATION - CP20,1103024001.0
680,A,SundryDebtors,A020884,ROBINSONS BANK CORPORATION - CP21,2101001003.0
681,A,SundryDebtors,A020884,ROBINSONS BANK CORPORATION - CP21,1103024002.0
682,A,SundryDebtors,A020884,ROBINSONS BANK CORPORATION - CP21,2101001003.0
683,A,SundryDebtors,A020884,ROBINSONS BANK CORPORATION - CP21,1103024001.0
684,A,SundryDebtors,A020740,SALISBURY SECURITIES CORPORATION - BK48,2101001003.0
685,A,SundryDebtors,A020740,SALISBURY SECURITIES CORPORATION - BK48,1103024002.0
686,A,SundryDebtors,A020740,SALISBURY SECURITIES CORPORATION - BK48,2101001003.0
687,A,SundryDebtors,A020740,SALISBURY SECURITIES CORPORATION - BK48,1103024001.0
688,A,SundryDebtors,A020885,SB CAPITAL INVESTMENT CORPORATION - CP22,2101001003.0
689,A,SundryDebtors,A020885,SB CAPITAL INVESTMENT CORPORATION - CP22,1103024002.0
690,A,SundryDebtors,A020885,SB CAPITAL INVESTMENT CORPORATION - CP22,2101001003.0
691,A,SundryDebtors,A020885,SB CAPITAL INVESTMENT CORPORATION - CP22,1103024001.0
692,A,SundryDebtors,A020743,"SB EQUITIES, INC. - BK49",2101001003.0
693,A,SundryDebtors,A020743,"SB EQUITIES, INC. - BK49",1103024002.0
694,A,SundryDebtors,A020743,"SB EQUITIES, INC. - BK49",2101001003.0
695,A,SundryDebtors,A020743,"SB EQUITIES, INC. - BK49",1103024001.0
696,A,Bank,A022190,SBC - Savings Account - 0162042529200,1101012003.0
697,A,SundryDebtors,A020886,SECURITY BANK CORPORATION - CP23,2101001003.0
698,A,SundryDebtors,A020886,SECURITY BANK CORPORATION - CP23,1103024002.0
699,A,SundryDebtors,A020886,SECURITY BANK CORPORATION - CP23,2101001003.0
700,A,SundryDebtors,A020886,SECURITY BANK CORPORATION - CP23,1103024001.0
701,A,SundryDebtors,A020723,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORPORATION - BK39,2101001003.0
702,A,SundryDebtors,A020723,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORPORATION - BK39,1103024002.0
703,A,SundryDebtors,A020723,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORPORATION - BK39,2101001003.0
704,A,SundryDebtors,A020723,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORPORATION - BK39,1103024001.0
705,A,SundryDebtors,A020875,THE HONG KONG AND SHANGHAI BANKING CORPORATION LIMITED - PHILIPPINE BRANCH - CP12,2101001003.0
706,A,SundryDebtors,A020875,THE HONG KONG AND SHANGHAI BANKING CORPORATION LIMITED - PHILIPPINE BRANCH - CP12,1103024002.0
707,A,SundryDebtors,A020875,THE HONG KONG AND SHANGHAI BANKING CORPORATION LIMITED - PHILIPPINE BRANCH - CP12,2101001003.0
708,A,SundryDebtors,A020875,THE HONG KONG AND SHANGHAI BANKING CORPORATION LIMITED - PHILIPPINE BRANCH - CP12,1103024001.0
709,A,Bank,A022180,UBP - Savings Account - 000400008506,1101015063.0
710,A,SundryDebtors,A023876,UBS AG (Foreign) - BK54,2101001003.0
711,A,SundryDebtors,A023876,UBS AG (Foreign) - BK54,1103024002.0
712,A,SundryDebtors,A023876,UBS AG (Foreign) - BK54,2101001003.0
713,A,SundryDebtors,A023876,UBS AG (Foreign) - BK54,1103024001.0
714,A,SundryDebtors,A020744,"UBS SECURITIES PHILIPPINES, INC. - BK50",2101001003.0
715,A,SundryDebtors,A020744,"UBS SECURITIES PHILIPPINES, INC. - BK50",1103024002.0
716,A,SundryDebtors,A020744,"UBS SECURITIES PHILIPPINES, INC. - BK50",2101001003.0
717,A,SundryDebtors,A020744,"UBS SECURITIES PHILIPPINES, INC. - BK50",1103024001.0
718,L,NoncurrentLiability,A021251,Unamortized Discount in Commercial Paper HTM,1201003021.0
719,L,NoncurrentLiability,A021167,Unamortized Discount in Corporate Bonds HTM,1201003023.0
720,L,NoncurrentLiability,A021209,Unamortized Discount in Corporate Notes HTM,1201003021.0
721,L,NoncurrentLiability,A020957,Unamortized Discount in FXTN HTM,1201003011.0
722,L,NoncurrentLiability,A021125,Unamortized Discount in Government Bonds HTM,1201003011.0
723,L,NoncurrentLiability,A021083,Unamortized Discount in Government Notes HTM,1201003015.0
724,L,NoncurrentLiability,A021293,Unamortized Discount in Promissory Note HTM,1201003021.0
725,L,NoncurrentLiability,A020999,Unamortized Discount in RTB HTM,1201003011.0
726,L,NoncurrentLiability,A022333,Unamortized Discount in Tokenized Treasury Bond HTM,1201003011.0
727,A,NoncurrentAsset,I021254,Unamortized Premium in Commercial Paper HTM,1201003020.0
728,A,NoncurrentAsset,I021170,Unamortized Premium in Corporate Bonds HTM,1201003022.0
729,A,NoncurrentAsset,I021212,Unamortized Premium in Corporate Notes HTM,1201003020.0
730,A,NoncurrentAsset,I020960,Unamortized Premium in FXTN HTM,1201003010.0
731,A,NoncurrentAsset,I021128,Unamortized Premium in Government Bonds HTM,1201003010.0
732,A,NoncurrentAsset,I021086,Unamortized Premium in Government Notes HTM,1201003014.0
733,A,NoncurrentAsset,A022336,Unamortized Premium in Tokenized Treasury Bond HTM,1201003010.0
734,A,SundryDebtors,A020887,UNION BANK OF THE PHILIPPINES - CP24,2101001003.0
735,A,SundryDebtors,A020887,UNION BANK OF THE PHILIPPINES - CP24,1103024002.0
736,A,SundryDebtors,A020747,"WEALTH SECURITIES, INC. - BK51",2101001003.0
737,A,SundryDebtors,A020747,"WEALTH SECURITIES, INC. - BK51",1103024002.0
738,A,SundryDebtors,A020747,"WEALTH SECURITIES, INC. - BK51",2101001003.0
739,A,SundryDebtors,A020747,"WEALTH SECURITIES, INC. - BK51",1103024001.0
